 


  
  

NCAA Men's Soccer
Division ICorner Kicks Per Game
Through Games 12/15/2025


"Rank","Name","Team Games","W-L","Corners","Per Game"
"99","Quinnipiac","64","7-10-1","18","3.56"
"","Dayton","64","8-2-8","18","3.56"
"101","IU Indy","60","6-8-3","17","3.53"
"","Penn","60","8-5-4","17","3.53"
"103","UC Davis","67","4-9-6","19","3.53"
"104","Furman","81","16-2-5","23","3.52"
"","Grand Canyon","81","14-4-5","23","3.52"
"106","San Diego St.","63","7-9-2","18","3.50"
"","Ohio St.","56","6-10","16","3.50"
"","Presbyterian","70","7-8-5","20","3.50"
"","UNLV","56","4-6-6","16","3.50"
"110","North Florida","66","12-5-2","19","3.47"
"111","CSU Bakersfield","59","3-11-3","17","3.47"
"","Stetson","59","6-8-3","17","3.47"
"113","Western Mich.","76","8-10-4","22","3.45"
"114","Stonehill","62","5-10-3","18","3.44"
"115","Omaha","55","3-9-4","16","3.44"
"116","Delaware","58","12-2-3","17","3.41"
"117","American","61","8-8-2","18","3.39"
"","California","61","8-8-2","18","3.39"
"119","High Point","67","14-2-4","20","3.35"
"120","Memphis","50","4-8-3","15","3.33"
"","Jacksonville","60","6-7-5","18","3.33"
"","St. Bonaventure","50","3-9-3","15","3.33"
"123","Stony Brook","63","9-5-5","19","3.32"
"","Cleveland St.","63","9-4-6","19","3.32"
"","Indiana","63","12-6-1","19","3.32"
"126","Creighton","53","8-4-4","16","3.31"
"127","Bellarmine","56","8-4-5","17","3.29"
"128","Sacred Heart","59","9-4-5","18","3.28"
"129","Maryland","62","13-2-4","19","3.26"
"","Princeton","62","15-2-2","19","3.26"
"131","UIC","58","10-3-5","18","3.22"
"","Santa Clara","58","6-5-7","18","3.22"
"133","Elon","61","9-3-7","19","3.21"
"","FIU","61","7-9-3","19","3.21"
"135","UC Riverside","54","4-9-4","17","3.18"
"","UMBC","54","6-6-5","17","3.18"
"","Col. of Charleston","54","6-8-3","17","3.18"
"","Northern Ky.","54","4-10-3","17","3.18"
"139","Holy Cross","57","4-8-6","18","3.17"
"","Bucknell","57","9-4-5","18","3.17"
"141","Virginia Tech","50","7-4-5","16","3.13"
"142","Louisville","53","5-7-5","17","3.12"
"143","Iona","56","9-4-5","18","3.11"
"","Pittsburgh","56","6-7-5","18","3.11"
"145","UTRGV","31","1-7-2","10","3.10"
"146","Wisconsin","49","8-8","16","3.06"
"","Drexel","49","4-6-6","16","3.06"
"","Marist","49","8-4-4","16","3.06"
"149","San Francisco","52","10-6-1","17","3.06"
"","DePaul","52","2-8-7","17","3.06"
"","Northwestern","52","8-6-3","17","3.06"
"152","Ga. Southern","55","13-4-1","18","3.06"
"153","South Carolina","54","7-9-2","18","3.00"
"","Charlotte","48","8-4-4","16","3.00"
"","Saint Joseph's","54","6-7-5","18","3.00"
"","Duquesne","48","8-6-2","16","3.00"
"157","Cal Poly","59","9-6-5","20","2.95"
"","Liberty","59","9-5-6","20","2.95"
"159","Kentucky","56","10-4-5","19","2.95"
"160","VCU","50","6-6-5","17","2.94"
"","Penn St.","50","5-8-4","17","2.94"
"162","Marquette","47","7-7-2","16","2.94"
"163","UCF","61","11-7-3","21","2.90"
"","Kansas City","61","12-4-5","21","2.90"
"165","Davidson","55","9-7-3","19","2.89"
"166","St. Thomas (MN)","49","7-5-5","17","2.88"
"","UAlbany","49","5-6-6","17","2.88"
"168","Michigan St.","46","5-8-3","16","2.88"
"","Loyola Maryland","46","3-10-3","16","2.88"
"170","Michigan","57","12-4-4","20","2.85"
"","Evansville","57","7-5-8","20","2.85"
"172","Seton Hall","54","7-4-8","19","2.84"
"173","Tulsa","51","5-9-4","18","2.83"
"","Saint Louis","68","13-3-8","24","2.83"
"175","Utah Valley","42","8-4-3","15","2.80"
"176","UNC Greensboro","64","12-5-6","23","2.78"
"177","LMU (CA)","50","5-6-7","18","2.78"
"178","Campbell","55","10-6-4","20","2.75"
"","Vermont","55","14-1-5","20","2.75"
"180","Wofford","52","6-11-2","19","2.74"
"181","Providence","43","6-7-3","16","2.69"
"182","NC State","61","16-3-4","23","2.65"
"183","Drake","45","8-2-7","17","2.65"
"184","Georgetown","58","14-4-4","22","2.64"
"185","Virginia","50","12-2-5","19","2.63"
"","UCLA","50","8-6-5","19","2.63"
"187","Washington","63","16-6-2","24","2.63"
"188","Gardner-Webb","46","13-3-2","18","2.56"
"","Fla. Atlantic","46","12-4-2","18","2.56"
"190","Denver","56","12-7-3","22","2.55"
"191","Oregon St.","43","10-5-2","17","2.53"
"192","San Jose St.","50","12-4-4","20","2.50"
"193","West Virginia","52","13-5-3","21","2.48"
"194","SMU","49","11-5-4","20","2.45"
"195","FDU","50","13-5-3","21","2.38"
"196","Portland","47","14-2-4","20","2.35"
"","North Carolina","47","9-5-6","20","2.35"
"198","Bryant","51","17-2-3","22","2.32"
"199","UNC Asheville","37","7-7-2","16","2.31"
"200","Marshall","48","12-4-5","21","2.29"
"201","Akron","47","13-5-3","21","2.24"
"202","Clemson","38","8-6-3","17","2.24"
"203","Duke","44","10-4-6","20","2.20"
"204","Hofstra","43","14-5-1","20","2.15"
"205","UC Irvine","45","11-4-6","21","2.14"
"206","St. John's (NY)","40","9-6-4","19","2.11"
"207","Stanford","42","14-4-2","20","2.10"
"208","Missouri St.","33","6-6-4","16","2.06"
"209","Cornell","40","14-4-2","20","2.00"
"210","San Diego","33","13-3-3","19","1.74"
Reclassifying
"NR","New Haven","68","5-5-6","16","4.25"
"NR","Le Moyne","71","5-10-2","17","4.18"
"NR","Mercyhurst","64","3-10-4","17","3.76"

NCAA Men's Soccer
Division IShots on Goal Per Game
Through Games 12/15/2025


"Rank","Name","Team Games","W-L","SoG","Per Game"
"1","Cornell","20","14-4-2","166","8.30"
"2","UIC","18","10-3-5","148","8.22"
"3","NC State","23","16-3-4","176","7.65"
"4","Marist","16","8-4-4","119","7.44"
"5","Georgetown","22","14-4-4","163","7.41"
"6","Delaware","17","12-2-3","124","7.29"
"7","Stanford","20","14-4-2","144","7.20"
"8","West Virginia","21","13-5-3","151","7.19"
"9","Washington","24","16-6-2","172","7.17"
"10","Gardner-Webb","18","13-3-2","123","6.83"
"11","Penn","17","8-5-4","116","6.82"
"12","Liberty","20","9-5-6","136","6.80"
"13","Indiana","19","12-6-1","129","6.79"
"14","Duke","20","10-4-6","135","6.75"
"15","Old Dominion","18","5-5-8","120","6.67"
"16","Charlotte","16","8-4-4","106","6.63"
"17","NIU","17","8-5-4","112","6.59"
"18","Maryland","19","13-2-4","125","6.58"
"19","High Point","20","14-2-4","130","6.50"
"20","Virginia Tech","16","7-4-5","103","6.44"
"21","Oregon St.","17","10-5-2","108","6.35"
"22","Bucknell","18","9-4-5","114","6.33"
"","Sacred Heart","18","9-4-5","114","6.33"
"","Stonehill","18","5-10-3","114","6.33"
"25","Houston Christian","19","11-5-3","120","6.32"
"26","Massachusetts","17","6-5-6","107","6.29"
"","Purdue Fort Wayne","17","8-3-6","107","6.29"
"28","Lindenwood","21","14-3-4","132","6.29"
"","Marshall","21","12-4-5","132","6.29"
"30","Portland","20","14-2-4","125","6.25"
"31","Dayton","18","8-2-8","112","6.22"
"32","Marquette","16","7-7-2","99","6.19"
"33","La Salle","17","4-5-8","105","6.18"
"","California Baptist","17","10-4-3","105","6.18"
"35","Princeton","19","15-2-2","116","6.11"
"36","Utah Valley","15","8-4-3","91","6.07"
"37","UNCW","16","5-9-2","97","6.06"
"38","Milwaukee","19","4-7-8","115","6.05"
"39","Hofstra","20","14-5-1","121","6.05"
"","Campbell","20","10-6-4","121","6.05"
"41","Jacksonville","18","6-7-5","108","6.00"
"","Clemson","17","8-6-3","102","6.00"
"43","Cal St. Fullerton","20","8-6-6","119","5.95"
"44","Fordham","18","8-6-4","107","5.94"
"45","FDU","21","13-5-3","124","5.90"
"46","UNC Greensboro","23","12-5-6","135","5.87"
"47","Iona","18","9-4-5","105","5.83"
"48","Northwestern","17","8-6-3","99","5.82"
"49","Stony Brook","19","9-5-5","109","5.74"
"50","UCF","21","11-7-3","120","5.71"
"51","Penn St.","17","5-8-4","97","5.71"
"52","Furman","23","16-2-5","131","5.70"
"53","Providence","16","6-7-3","91","5.69"
"54","North Florida","19","12-5-2","108","5.68"
"55","Bryant","22","17-2-3","125","5.68"
"56","St. Bonaventure","15","3-9-3","85","5.67"
"57","Vermont","20","14-1-5","113","5.65"
"58","Boston College","17","7-9-1","96","5.65"
"59","Virginia","19","12-2-5","107","5.63"
"60","Boston U.","18","10-8","101","5.61"
"","California","18","8-8-2","101","5.61"
"62","Eastern Ill.","17","4-9-4","95","5.59"
"","Bellarmine","17","8-4-5","95","5.59"
"64","St. John's (NY)","19","9-6-4","106","5.58"
"65","UC Davis","19","4-9-6","105","5.53"
"66","Grand Canyon","23","14-4-5","127","5.52"
"67","Saint Peter's","16","4-10-2","88","5.50"
"68","Georgia St.","18","4-8-6","98","5.44"
"","Quinnipiac","18","7-10-1","98","5.44"
"70","Niagara","16","8-7-1","86","5.38"
"71","Western Mich.","22","8-10-4","118","5.36"
"72","San Jose St.","20","12-4-4","107","5.35"
"73","Wake Forest","17","7-4-6","90","5.29"
"74","UConn","21","12-5-4","111","5.29"
"75","Xavier","15","5-6-4","79","5.27"
"76","Creighton","16","8-4-4","84","5.25"
"","UC Santa Barbara","20","7-5-8","105","5.25"
"","SMU","20","11-5-4","105","5.25"
"79","DePaul","17","2-8-7","89","5.24"
"80","LIU","18","8-3-7","94","5.22"
"81","San Diego","19","13-3-3","99","5.21"
"82","Michigan","20","12-4-4","104","5.20"
"83","Longwood","16","3-8-5","83","5.19"
"84","VCU","17","6-6-5","88","5.18"
"","Rutgers","17","8-6-3","88","5.18"
"86","UMass Lowell","18","7-7-4","93","5.17"
"","Fairfield","18","8-5-5","93","5.17"
"88","Ohio St.","16","6-10","82","5.13"
"","George Mason","16","7-6-3","82","5.13"
"90","San Francisco","17","10-6-1","87","5.12"
"91","Green Bay","18","9-7-2","92","5.11"
"92","Siena","19","9-5-5","97","5.11"
"","Kentucky","19","10-4-5","97","5.11"
"","Davidson","19","9-7-3","97","5.11"
"95","Evansville","20","7-5-8","102","5.10"
"","North Carolina","20","9-5-6","102","5.10"
"","Syracuse","20","9-8-3","102","5.10"
"98","FGCU","16","6-7-3","81","5.06"
"99","Central Conn. St.","17","1-14-2","86","5.06"
"100","Ga. Southern","18","13-4-1","91","5.06"
"101","St. Thomas (MN)","17","7-5-5","85","5.00"
"","South Fla.","17","9-3-5","85","5.00"
"","Oakland","18","3-9-6","90","5.00"
"104","Denver","22","12-7-3","109","4.95"
"105","Tulsa","18","5-9-4","88","4.89"
"106","LMU (CA)","18","5-6-7","87","4.83"
"","Fla. Atlantic","18","12-4-2","87","4.83"
"108","Robert Morris","17","6-4-7","82","4.82"
"109","Wofford","19","6-11-2","91","4.79"
"110","Bradley","17","2-9-6","81","4.76"
"111","Merrimack","16","4-9-3","76","4.75"
"","Saint Louis","24","13-3-8","114","4.75"
"113","UIW","18","5-7-6","85","4.72"
"114","Akron","21","13-5-3","99","4.71"
"115","UMBC","17","6-6-5","80","4.71"
"","UC Riverside","17","4-9-4","80","4.71"
"117","Lehigh","20","9-5-6","94","4.70"
"118","Duquesne","16","8-6-2","75","4.69"
"","William & Mary","16","2-10-4","75","4.69"
"120","Seton Hall","19","7-4-8","89","4.68"
"121","Utah Tech","17","4-7-6","79","4.65"
"122","Manhattan","16","4-8-4","74","4.63"
"","Central Ark.","16","4-10-2","74","4.63"
"","Michigan St.","16","5-8-3","74","4.63"
"125","UTRGV","10","1-7-2","46","4.60"
"126","NJIT","17","3-9-5","78","4.59"
"","UAlbany","17","5-6-6","78","4.59"
"128","USC Upstate","19","5-11-3","87","4.58"
"","SIUE","19","6-11-2","87","4.58"
"130","Monmouth","16","5-8-3","73","4.56"
"131","Drake","17","8-2-7","77","4.53"
"","Northern Ky.","17","4-10-3","77","4.53"
"133","FIU","19","7-9-3","86","4.53"
"134","Kansas City","21","12-4-5","95","4.52"
"135","Notre Dame","20","9-7-4","90","4.50"
"","South Carolina","18","7-9-2","81","4.50"
"137","Butler","17","5-10-2","76","4.47"
"","Louisville","17","5-7-5","76","4.47"
"139","ETSU","15","2-9-4","67","4.47"
"140","Elon","19","9-3-7","84","4.42"
"141","Presbyterian","20","7-8-5","88","4.40"
"","Cal Poly","20","9-6-5","88","4.40"
"143","Saint Francis","18","8-9-1","79","4.39"
"","San Diego St.","18","7-9-2","79","4.39"
"145","UCLA","19","8-6-5","83","4.37"
"146","IU Indy","17","6-8-3","74","4.35"
"","Mount St. Mary's","17","3-9-5","74","4.35"
"148","Memphis","15","4-8-3","65","4.33"
"","Northeastern","15","4-7-4","65","4.33"
"","Pacific","18","4-14","78","4.33"
"","Santa Clara","18","6-5-7","78","4.33"
"152","Gonzaga","16","5-8-3","69","4.31"
"","Drexel","16","4-6-6","69","4.31"
"154","Western Ill.","20","5-11-4","86","4.30"
"155","Queens (NC)","17","5-6-6","73","4.29"
"","Belmont","17","8-3-6","73","4.29"
"","Rhode Island","17","4-8-5","73","4.29"
"158","UC Irvine","21","11-4-6","90","4.29"
"159","Holy Cross","18","4-8-6","77","4.28"
"","Detroit Mercy","18","5-10-3","77","4.28"
"161","Harvard","17","6-6-5","72","4.24"
"","Rider","17","2-11-4","72","4.24"
"","Stetson","17","6-8-3","72","4.24"
"164","UNC Asheville","16","7-7-2","67","4.19"
"165","Col. of Charleston","17","6-8-3","71","4.18"
"","George Washington","17","2-11-4","71","4.18"
"167","Saint Joseph's","18","6-7-5","75","4.17"
"168","Bowling Green","17","5-8-4","70","4.12"
"169","New Hampshire","18","5-8-5","74","4.11"
"170","Brown","15","6-7-2","61","4.07"
"","UAB","15","6-7-2","61","4.07"
"172","Air Force","17","1-13-3","69","4.06"
"173","Army West Point","18","7-6-5","73","4.06"
"174","Cleveland St.","19","9-4-6","77","4.05"
"175","Columbia","15","3-8-4","60","4.00"
"","Missouri St.","16","6-6-4","64","4.00"
"","Wright St.","16","2-13-1","64","4.00"
"","Villanova","18","7-6-5","72","4.00"
"179","CSUN","18","6-6-6","71","3.94"
"","Pittsburgh","18","6-7-5","71","3.94"
"181","Seattle U","17","4-7-6","66","3.88"
"182","American","18","8-8-2","69","3.83"
"","Mercer","18","5-9-4","69","3.83"
"","Navy","18","3-8-7","69","3.83"
"","Sacramento St.","18","2-12-4","69","3.83"
"186","Loyola Chicago","16","4-5-7","61","3.81"
"187","VMI","18","3-12-3","68","3.78"
"","UC San Diego","18","2-9-7","68","3.78"
"189","CSU Bakersfield","17","3-11-3","64","3.76"
"190","Omaha","16","3-9-4","60","3.75"
"","Wisconsin","16","8-8","60","3.75"
"192","Loyola Maryland","16","3-10-3","59","3.69"
"193","Yale","15","3-9-3","54","3.60"
"194","Southern Ind.","17","2-10-5","61","3.59"
"","Colgate","17","5-7-5","61","3.59"
"196","Howard","18","5-11-2","64","3.56"
"197","Lafayette","22","8-7-7","78","3.55"
"198","Saint Mary's (CA)","16","2-8-6","55","3.44"
"199","Oral Roberts","17","4-10-3","58","3.41"
"200","Lipscomb","17","2-9-6","56","3.29"
"","Radford","17","2-11-4","56","3.29"
"202","Dartmouth","14","3-8-3","46","3.29"
"","Coastal Carolina","14","3-9-2","46","3.29"
"204","James Madison","16","1-10-5","50","3.13"
"205","UNLV","16","4-6-6","49","3.06"
"206","Chicago St.","17","1-15-1","52","3.06"
"207","Canisius","16","5-10-1","48","3.00"
"208","Winthrop","16","1-12-3","47","2.94"
"209","Temple","16","1-13-2","45","2.81"
"210","Binghamton","17","4-13","43","2.53"
Reclassifying
"NR","Le Moyne","17","5-10-2","84","4.94"
"NR","New Haven","16","5-5-6","63","3.94"
"NR","Mercyhurst","17","3-10-4","63","3.71"

NCAA Men's Soccer
Division ITotal Points
Through Games 12/15/2025


"Rank","Name","Team Games","W-L","Goals","Assists","Points"
"1","Washington","24","16-6-2","54","56","164"
"2","Furman","23","16-2-5","51","57","159"
"3","Georgetown","22","14-4-4","52","53","157"
"4","NC State","23","16-3-4","51","52","154"
"5","Maryland","19","13-2-4","45","60","150"
"6","High Point","20","14-2-4","49","47","145"
"","Delaware","17","12-2-3","48","49","145"
"8","Oregon St.","17","10-5-2","41","60","142"
"9","Portland","20","14-2-4","43","55","141"
"10","Indiana","19","12-6-1","46","46","138"
"11","West Virginia","21","13-5-3","45","46","136"
"12","Lindenwood","21","14-3-4","42","49","133"
"13","Vermont","20","14-1-5","41","49","131"
"14","Bryant","22","17-2-3","44","42","130"
"15","UNC Greensboro","23","12-5-6","45","39","129"
"16","Grand Canyon","23","14-4-5","43","42","128"
"17","North Florida","19","12-5-2","38","51","127"
"18","Hofstra","20","14-5-1","40","46","126"
"19","UCF","21","11-7-3","40","44","124"
"20","Cornell","20","14-4-2","42","38","122"
"","UIC","18","10-3-5","39","44","122"
"22","Duke","20","10-4-6","38","43","119"
"","Denver","22","12-7-3","38","43","119"
"","UConn","21","12-5-4","35","49","119"
"25","Campbell","20","10-6-4","41","35","117"
"26","Fla. Atlantic","18","12-4-2","36","42","114"
"","Virginia","19","12-2-5","33","48","114"
"28","San Jose St.","20","12-4-4","38","37","113"
"29","Wake Forest","17","7-4-6","39","34","112"
"","FDU","21","13-5-3","38","36","112"
"31","San Diego","19","13-3-3","36","39","111"
"","Liberty","20","9-5-6","36","39","111"
"33","Michigan","20","12-4-4","36","38","110"
"","Akron","21","13-5-3","33","44","110"
"","UCLA","19","8-6-5","32","46","110"
"36","Marshall","21","12-4-5","40","29","109"
"","Clemson","17","8-6-3","37","35","109"
"","Iona","18","9-4-5","35","39","109"
"39","Kansas City","21","12-4-5","34","39","107"
"40","California Baptist","17","10-4-3","38","29","105"
"","SMU","20","11-5-4","34","37","105"
"42","Stony Brook","19","9-5-5","32","39","103"
"43","Stanford","20","14-4-2","37","28","102"
"","St. John's (NY)","19","9-6-4","36","30","102"
"","Gardner-Webb","18","13-3-2","34","34","102"
"","Charlotte","16","8-4-4","33","36","102"
"47","Old Dominion","18","5-5-8","32","36","100"
"48","North Carolina","20","9-5-6","31","37","99"
"49","Princeton","19","15-2-2","34","30","98"
"","South Fla.","17","9-3-5","33","32","98"
"","Milwaukee","19","4-7-8","32","34","98"
"52","George Mason","16","7-6-3","32","32","96"
"","Siena","19","9-5-5","31","34","96"
"","Lehigh","20","9-5-6","30","36","96"
"55","Bellarmine","17","8-4-5","34","27","95"
"56","LMU (CA)","18","5-6-7","31","32","94"
"57","Utah Valley","15","8-4-3","31","31","93"
"","Seattle U","17","4-7-6","31","31","93"
"","Boston U.","18","10-8","30","33","93"
"60","Sacred Heart","18","9-4-5","32","27","91"
"","Dayton","18","8-2-8","31","29","91"
"62","Fairfield","18","8-5-5","33","24","90"
"","Boston College","17","7-9-1","31","28","90"
"","Wofford","19","6-11-2","30","30","90"
"","NIU","17","8-5-4","30","30","90"
"66","Cal St. Fullerton","20","8-6-6","32","25","89"
"","Seton Hall","19","7-4-8","30","29","89"
"68","Penn","17","8-5-4","29","30","88"
"69","UC Irvine","21","11-4-6","29","28","86"
"","Bucknell","18","9-4-5","29","28","86"
"","Houston Christian","19","11-5-3","28","30","86"
"","Robert Morris","17","6-4-7","26","34","86"
"73","Cal Poly","20","9-6-5","30","25","85"
"","Western Mich.","22","8-10-4","29","27","85"
"","Cleveland St.","19","9-4-6","27","31","85"
"76","Fordham","18","8-6-4","29","25","83"
"77","Saint Louis","24","13-3-8","30","22","82"
"","Purdue Fort Wayne","17","8-3-6","27","28","82"
"79","Belmont","17","8-3-6","28","25","81"
"","Marist","16","8-4-4","27","27","81"
"81","Rutgers","17","8-6-3","28","24","80"
"","Notre Dame","20","9-7-4","26","28","80"
"83","Evansville","20","7-5-8","28","23","79"
"","USC Upstate","19","5-11-3","28","23","79"
"85","Ga. Southern","18","13-4-1","27","24","78"
"86","La Salle","17","4-5-8","25","27","77"
"87","Kentucky","19","10-4-5","27","22","76"
"","Presbyterian","20","7-8-5","26","24","76"
"","Marquette","16","7-7-2","25","26","76"
"90","Penn St.","17","5-8-4","27","21","75"
"","Massachusetts","17","6-5-6","27","21","75"
"","South Carolina","18","7-9-2","26","23","75"
"","Davidson","19","9-7-3","25","25","75"
"","FIU","19","7-9-3","24","27","75"
"","Duquesne","16","8-6-2","23","29","75"
"96","Santa Clara","18","6-5-7","23","28","74"
"","Northwestern","17","8-6-3","22","30","74"
"98","Jacksonville","18","6-7-5","27","19","73"
"","Rhode Island","17","4-8-5","26","21","73"
"","San Francisco","17","10-6-1","26","21","73"
"","California","18","8-8-2","26","21","73"
"","Virginia Tech","16","7-4-5","24","25","73"
"103","Harvard","17","6-6-5","23","26","72"
"","Wisconsin","16","8-8","22","28","72"
"105","Saint Francis","18","8-9-1","24","23","71"
"","Villanova","18","7-6-5","24","23","71"
"","American","18","8-8-2","23","25","71"
"108","Quinnipiac","18","7-10-1","25","20","70"
"","Georgia St.","18","4-8-6","24","22","70"
"","Green Bay","18","9-7-2","23","24","70"
"","Mercer","18","5-9-4","21","28","70"
"112","LIU","18","8-3-7","24","21","69"
"113","Syracuse","20","9-8-3","24","20","68"
"","Drake","17","8-2-7","23","22","68"
"","UAB","15","6-7-2","22","24","68"
"","Utah Tech","17","4-7-6","22","24","68"
"117","Army West Point","18","7-6-5","25","17","67"
"","St. Bonaventure","15","3-9-3","23","21","67"
"","Providence","16","6-7-3","23","21","67"
"","Niagara","16","8-7-1","23","21","67"
"","Elon","19","9-3-7","22","23","67"
"","UC Riverside","17","4-9-4","21","25","67"
"123","St. Thomas (MN)","17","7-5-5","24","18","66"
"124","Pittsburgh","18","6-7-5","20","25","65"
"","UAlbany","17","5-6-6","20","25","65"
"126","Xavier","15","5-6-4","24","16","64"
"","Col. of Charleston","17","6-8-3","22","20","64"
"","Merrimack","16","4-9-3","22","20","64"
"","UC Santa Barbara","20","7-5-8","21","22","64"
"","Longwood","16","3-8-5","20","24","64"
"131","FGCU","16","6-7-3","23","17","63"
"","VCU","17","6-6-5","22","19","63"
"","UNCW","16","5-9-2","21","21","63"
"","Manhattan","16","4-8-4","21","21","63"
"135","Bradley","17","2-9-6","22","18","62"
"","Missouri St.","16","6-6-4","21","20","62"
"","Creighton","16","8-4-4","21","20","62"
"","UNC Asheville","16","7-7-2","21","20","62"
"","Pacific","18","4-14","19","24","62"
"140","UMBC","17","6-6-5","20","21","61"
"","Holy Cross","18","4-8-6","19","23","61"
"142","Saint Joseph's","18","6-7-5","21","18","60"
"","Oakland","18","3-9-6","20","20","60"
"","Memphis","15","4-8-3","19","22","60"
"145","Saint Peter's","16","4-10-2","21","17","59"
"","San Diego St.","18","7-9-2","20","19","59"
"147","UC Davis","19","4-9-6","20","18","58"
"","Gonzaga","16","5-8-3","20","18","58"
"","UMass Lowell","18","7-7-4","20","18","58"
"","Monmouth","16","5-8-3","18","22","58"
"151","Stetson","17","6-8-3","23","11","57"
"","Michigan St.","16","5-8-3","19","19","57"
"","Central Ark.","16","4-10-2","19","19","57"
"","Louisville","17","5-7-5","18","21","57"
"","Loyola Chicago","16","4-5-7","17","23","57"
"156","Columbia","15","3-8-4","18","20","56"
"157","SIUE","19","6-11-2","19","17","55"
"","Drexel","16","4-6-6","18","19","55"
"","Ohio St.","16","6-10","17","21","55"
"160","Southern Ind.","17","2-10-5","18","18","54"
"161","DePaul","17","2-8-7","20","13","53"
"","Northeastern","15","4-7-4","17","19","53"
"","Omaha","16","3-9-4","17","19","53"
"","Coastal Carolina","14","3-9-2","17","19","53"
"165","New Hampshire","18","5-8-5","18","16","52"
"","IU Indy","17","6-8-3","17","18","52"
"","Navy","18","3-8-7","17","18","52"
"168","Howard","18","5-11-2","18","15","51"
"","Rider","17","2-11-4","17","17","51"
"","Radford","17","2-11-4","17","17","51"
"","Butler","17","5-10-2","17","17","51"
"172","ETSU","15","2-9-4","18","14","50"
"","UNLV","16","4-6-6","16","18","50"
"174","VMI","18","3-12-3","18","13","49"
"","Bowling Green","17","5-8-4","16","17","49"
"176","Lafayette","22","8-7-7","18","12","48"
"","Brown","15","6-7-2","17","14","48"
"","Tulsa","18","5-9-4","15","18","48"
"179","Detroit Mercy","18","5-10-3","18","11","47"
"","Western Ill.","20","5-11-4","17","13","47"
"","Wright St.","16","2-13-1","16","15","47"
"","Lipscomb","17","2-9-6","16","15","47"
"","Canisius","16","5-10-1","16","15","47"
"184","UIW","18","5-7-6","16","13","45"
"185","Eastern Ill.","17","4-9-4","16","12","44"
"186","Stonehill","18","5-10-3","16","11","43"
"187","Dartmouth","14","3-8-3","16","10","42"
"","Saint Mary's (CA)","16","2-8-6","15","12","42"
"","George Washington","17","2-11-4","14","14","42"
"190","CSU Bakersfield","17","3-11-3","14","13","41"
"191","William & Mary","16","2-10-4","12","16","40"
"192","Oral Roberts","17","4-10-3","14","11","39"
"193","Mount St. Mary's","17","3-9-5","15","8","38"
"194","Sacramento St.","18","2-12-4","13","11","37"
"195","Queens (NC)","17","5-6-6","13","10","36"
"","Loyola Maryland","16","3-10-3","11","14","36"
"197","Northern Ky.","17","4-10-3","14","7","35"
"","Binghamton","17","4-13","12","11","35"
"","Yale","15","3-9-3","11","13","35"
"200","Air Force","17","1-13-3","12","8","32"
"201","Central Conn. St.","17","1-14-2","11","9","31"
"202","UTRGV","10","1-7-2","11","8","30"
"203","James Madison","16","1-10-5","10","8","28"
"204","CSUN","18","6-6-6","11","5","27"
"","UC San Diego","18","2-9-7","10","7","27"
"206","Colgate","17","5-7-5","9","7","25"
"","NJIT","17","3-9-5","8","9","25"
"208","Temple","16","1-13-2","8","7","23"
"","Chicago St.","17","1-15-1","7","9","23"
"210","Winthrop","16","1-12-3","8","5","21"
Reclassifying
"NR","Le Moyne","17","5-10-2","20","15","55"
"NR","Mercyhurst","17","3-10-4","18","15","51"
"NR","New Haven","16","5-5-6","16","15","47"

NCAA Men's Soccer
Division IShots Per Game
Through Games 12/15/2025


"Rank","Name","Team Games","W-L","ShAtt","Per Game"
"1","Cornell","20","14-4-2","402","20.10"
"2","Stanford","20","14-4-2","382","19.10"
"3","NC State","23","16-3-4","436","18.96"
"4","UIC","18","10-3-5","336","18.67"
"5","Duke","20","10-4-6","360","18.00"
"6","Cal St. Fullerton","20","8-6-6","344","17.20"
"7","Marist","16","8-4-4","275","17.19"
"8","Princeton","19","15-2-2","318","16.74"
"9","Gardner-Webb","18","13-3-2","293","16.28"
"10","Clemson","17","8-6-3","275","16.18"
"","NIU","17","8-5-4","275","16.18"
"12","Indiana","19","12-6-1","305","16.05"
"","Maryland","19","13-2-4","305","16.05"
"14","Utah Valley","15","8-4-3","237","15.80"
"15","Washington","24","16-6-2","375","15.63"
"16","Georgetown","22","14-4-4","343","15.59"
"17","Marquette","16","7-7-2","247","15.44"
"18","Virginia Tech","16","7-4-5","246","15.38"
"19","Lindenwood","21","14-3-4","322","15.33"
"20","Penn","17","8-5-4","260","15.29"
"21","UC Davis","19","4-9-6","290","15.26"
"22","DePaul","17","2-8-7","258","15.18"
"23","Dayton","18","8-2-8","272","15.11"
"24","Delaware","17","12-2-3","256","15.06"
"25","California Baptist","17","10-4-3","255","15.00"
"26","Fordham","18","8-6-4","268","14.89"
"27","UC Santa Barbara","20","7-5-8","296","14.80"
"28","Virginia","19","12-2-5","281","14.79"
"29","West Virginia","21","13-5-3","308","14.67"
"30","Oregon St.","17","10-5-2","249","14.65"
"31","High Point","20","14-2-4","292","14.60"
"32","Purdue Fort Wayne","17","8-3-6","246","14.47"
"33","Ohio St.","16","6-10","230","14.38"
"34","Liberty","20","9-5-6","287","14.35"
"","San Jose St.","20","12-4-4","287","14.35"
"36","Charlotte","16","8-4-4","228","14.25"
"37","Grand Canyon","23","14-4-5","327","14.22"
"38","San Diego","19","13-3-3","270","14.21"
